4	0	7.27E+00
4	1	7.27E+00
4	2	7.28E+00
4	3	7.29E+00
4	4	7.32E+00
4	5	7.35E+00
4	6	7.40E+00
4	7	7.47E+00
4	8	7.57E+00
4	9	7.69E+00
4	10	7.84E+00
4	11	8.04E+00
4	12	8.26E+00
4	13	8.53E+00
4	14	8.84E+00
4	15	9.18E+00
4	16	9.55E+00
4	17	9.95E+00
4	18	1.04E+01
4	19	1.08E+01
4	20	1.12E+01
4	21	1.16E+01
4	22	1.21E+01
4	23	1.24E+01
4	24	1.28E+01
4	25	1.31E+01
4	26	1.33E+01
4	27	1.35E+01
4	28	1.36E+01
4	29	1.37E+01
4	30	1.37E+01
4	31	1.36E+01
4	32	1.35E+01
4	33	1.33E+01
4	34	1.31E+01
4	35	1.28E+01
4	36	1.25E+01
4	37	1.22E+01
4	38	1.19E+01
4	39	1.16E+01
4	40	1.13E+01
4	41	1.10E+01
4	42	1.07E+01
4	43	1.04E+01
4	44	1.01E+01
4	45	9.89E+00
4	46	9.68E+00
4	47	9.50E+00
4	48	9.34E+00
4	49	9.20E+00
4	50	9.09E+00
4	51	8.99E+00
4	52	8.91E+00
4	53	8.83E+00
4	54	8.76E+00
4	55	8.69E+00
4	56	8.62E+00
4	57	8.54E+00
4	58	8.46E+00
4	59	8.36E+00
4	60	8.25E+00
4	61	8.13E+00
4	62	7.99E+00
4	63	7.84E+00
4	64	7.68E+00
4	65	7.49E+00
4	66	7.30E+00
4	67	7.09E+00
4	68	6.88E+00
4	69	6.65E+00
4	70	6.42E+00
4	71	6.19E+00
4	72	5.95E+00
4	73	5.71E+00
4	74	5.48E+00
4	75	5.25E+00
4	76	5.03E+00
4	77	4.82E+00
4	78	4.62E+00
4	79	4.43E+00
4	80	4.25E+00
4	81	4.08E+00
4	82	3.93E+00
4	83	3.79E+00
4	84	3.67E+00
4	85	3.56E+00
4	86	3.47E+00
4	87	3.38E+00
4	88	3.31E+00
4	89	3.25E+00
4	90	3.20E+00
4	91	3.16E+00
4	92	3.13E+00
4	93	3.11E+00
4	94	3.09E+00
4	95	3.07E+00
4	96	3.06E+00
4	97	3.05E+00
4	98	3.04E+00
4	99	3.04E+00
4	100	3.03E+00
4	101	3.02E+00
4	102	3.01E+00
4	103	3.00E+00
4	104	2.98E+00
4	105	2.96E+00
4	106	2.93E+00
4	107	2.91E+00
4	108	2.87E+00
4	109	2.84E+00
4	110	2.80E+00
4	111	2.75E+00
4	112	2.71E+00
4	113	2.65E+00
4	114	2.60E+00
4	115	2.54E+00
4	116	2.48E+00
4	117	2.42E+00
4	118	2.36E+00
4	119	2.29E+00
4	120	2.23E+00
4	121	2.16E+00
4	122	2.10E+00
4	123	2.03E+00
4	124	1.97E+00
4	125	1.91E+00
4	126	1.85E+00
4	127	1.79E+00
4	128	1.73E+00
4	129	1.67E+00
4	130	1.62E+00
4	131	1.57E+00
4	132	1.53E+00
4	133	1.48E+00
4	134	1.44E+00
4	135	1.40E+00
4	136	1.37E+00
4	137	1.34E+00
4	138	1.31E+00
4	139	1.29E+00
4	140	1.26E+00
4	141	1.24E+00
4	142	1.23E+00
4	143	1.21E+00
4	144	1.20E+00
4	145	1.19E+00
4	146	1.19E+00
4	147	1.18E+00
4	148	1.18E+00
4	149	1.18E+00
4	150	1.18E+00
4	151	1.18E+00
4	152	1.18E+00
4	153	1.18E+00
4	154	1.19E+00
4	155	1.19E+00
4	156	1.20E+00
4	157	1.21E+00
4	158	1.21E+00
4	159	1.22E+00
4	160	1.23E+00
4	161	1.24E+00
4	162	1.25E+00
4	163	1.25E+00
4	164	1.26E+00
4	165	1.27E+00
4	166	1.28E+00
4	167	1.28E+00
4	168	1.29E+00
4	169	1.30E+00
4	170	1.30E+00
4	171	1.31E+00
4	172	1.31E+00
4	173	1.32E+00
4	174	1.32E+00
4	175	1.32E+00
4	176	1.33E+00
4	177	1.33E+00
4	178	1.33E+00
4	179	1.33E+00
4	180	1.33E+00
6	0	1.61E+01
6	1	1.61E+01
6	2	1.63E+01
6	3	1.66E+01
6	4	1.70E+01
6	5	1.76E+01
6	6	1.82E+01
6	7	1.90E+01
6	8	1.98E+01
6	9	2.07E+01
6	10	2.17E+01
6	11	2.27E+01
6	12	2.36E+01
6	13	2.46E+01
6	14	2.54E+01
6	15	2.61E+01
6	16	2.67E+01
6	17	2.70E+01
6	18	2.72E+01
6	19	2.71E+01
6	20	2.67E+01
6	21	2.62E+01
6	22	2.53E+01
6	23	2.43E+01
6	24	2.31E+01
6	25	2.17E+01
6	26	2.03E+01
6	27	1.87E+01
6	28	1.71E+01
6	29	1.56E+01
6	30	1.40E+01
6	31	1.26E+01
6	32	1.13E+01
6	33	1.01E+01
6	34	9.11E+00
6	35	8.25E+00
6	36	7.57E+00
6	37	7.05E+00
6	38	6.68E+00
6	39	6.45E+00
6	40	6.35E+00
6	41	6.35E+00
6	42	6.42E+00
6	43	6.56E+00
6	44	6.73E+00
6	45	6.92E+00
