6	46	7.11E+00
6	47	7.27E+00
6	48	7.41E+00
6	49	7.50E+00
6	50	7.55E+00
6	51	7.54E+00
6	52	7.48E+00
6	53	7.36E+00
6	54	7.19E+00
6	55	6.97E+00
6	56	6.71E+00
6	57	6.41E+00
6	58	6.09E+00
6	59	5.74E+00
6	60	5.39E+00
6	61	5.02E+00
6	62	4.67E+00
6	63	4.31E+00
6	64	3.98E+00
6	65	3.66E+00
6	66	3.36E+00
6	67	3.09E+00
6	68	2.84E+00
6	69	2.63E+00
6	70	2.44E+00
6	71	2.27E+00
6	72	2.13E+00
6	73	2.02E+00
6	74	1.93E+00
6	75	1.86E+00
6	76	1.80E+00
6	77	1.76E+00
6	78	1.73E+00
6	79	1.72E+00
6	80	1.71E+00
6	81	1.70E+00
6	82	1.70E+00
6	83	1.70E+00
6	84	1.70E+00
6	85	1.70E+00
6	86	1.70E+00
6	87	1.70E+00
6	88	1.69E+00
6	89	1.67E+00
6	90	1.65E+00
6	91	1.63E+00
6	92	1.60E+00
6	93	1.57E+00
6	94	1.53E+00
6	95	1.49E+00
6	96	1.45E+00
6	97	1.41E+00
6	98	1.36E+00
6	99	1.31E+00
6	100	1.26E+00
6	101	1.21E+00
6	102	1.16E+00
6	103	1.11E+00
6	104	1.06E+00
6	105	1.01E+00
6	106	9.61E-01
6	107	9.15E-01
6	108	8.72E-01
6	109	8.30E-01
6	110	7.92E-01
6	111	7.55E-01
6	112	7.22E-01
6	113	6.91E-01
6	114	6.62E-01
6	115	6.37E-01
6	116	6.14E-01
6	117	5.94E-01
6	118	5.76E-01
6	119	5.60E-01
6	120	5.47E-01
6	121	5.36E-01
6	122	5.26E-01
6	123	5.19E-01
6	124	5.12E-01
6	125	5.07E-01
6	126	5.04E-01
6	127	5.01E-01
6	128	4.99E-01
6	129	4.97E-01
6	130	4.96E-01
6	131	4.95E-01
6	132	4.95E-01
6	133	4.94E-01
6	134	4.93E-01
6	135	4.91E-01
6	136	4.90E-01
6	137	4.88E-01
6	138	4.85E-01
6	139	4.81E-01
6	140	4.77E-01
6	141	4.73E-01
6	142	4.67E-01
6	143	4.61E-01
6	144	4.54E-01
6	145	4.47E-01
6	146	4.39E-01
6	147	4.30E-01
6	148	4.21E-01
6	149	4.11E-01
6	150	4.01E-01
6	151	3.90E-01
6	152	3.79E-01
6	153	3.68E-01
6	154	3.57E-01
6	155	3.46E-01
6	156	3.35E-01
6	157	3.23E-01
6	158	3.12E-01
6	159	3.01E-01
6	160	2.91E-01
6	161	2.80E-01
6	162	2.70E-01
6	163	2.61E-01
6	164	2.51E-01
6	165	2.43E-01
6	166	2.34E-01
6	167	2.27E-01
6	168	2.19E-01
6	169	2.13E-01
6	170	2.07E-01
6	171	2.01E-01
6	172	1.96E-01
6	173	1.92E-01
6	174	1.88E-01
6	175	1.85E-01
6	176	1.82E-01
6	177	1.80E-01
6	178	1.79E-01
6	179	1.78E-01
6	180	1.78E-01
